,Title,Studio,Opening,Date,Director,Budget,imdbID,month,year,Actor,Genre,Writer,Ratings
16,Iron Man 3,BV,"$174,144,585",5/3/2013,Michael Cuesta,,tt1961175,5,2013,"Dylan O'Brien, Charlotte Vega, Christopher Bomford, Chris Webster","Action, Thriller","Stephen Schiff (screenplay by), Michael Finch (screenplay by), Edward Zwick (screenplay by), Marshall Herskovitz (screenplay by), Vince Flynn (based on the novel by)",0.34
17,Harry Potter and the Deathly Hallows Part 2,WB,"$169,189,427",7/15/2011,Joel Schumacher,,tt0117913,7,2011,"Matthew McConaughey, Sandra Bullock, Samuel L. Jackson, Kevin Spacey","Crime, Drama, Thriller","John Grisham (novel), Akiva Goldsman (screenplay)",0.65
18,Batman v Superman: Dawn of Justice,WB,"$166,007,347",3/25/2016,Patricia Riggen,,tt4257926,3,2016,"Jennifer Garner, Kylie Rogers, Martin Henderson, Brighton Sharbino","Biography, Drama, Family","Christy Beam (book), Randy Brown (screenplay)",0.43
19,The Dark Knight Rises,WB,"$160,887,295",7/20/2012,Duncan Jones,,tt0945513,7,2012,"Jake Gyllenhaal, Michelle Monaghan, Vera Farmiga, Jeffrey Wright","Mystery, Romance, Sci-Fi",Ben Ripley,0.92
21,The Hunger Games: Catching Fire,LGF,"$158,074,286",11/22/2013,Baz Luhrmann,,tt0455824,11,2013,"Shea Adams, Eddie Baroo, Ray Barrett, Tony Barry","Adventure, Drama, Romance","Stuart Beattie (screenplay), Baz Luhrmann (screenplay), Ronald Harwood (screenplay), Richard Flanagan (screenplay), Baz Luhrmann (story)",0.55
22,Rogue One: A Star Wars Story,BV,"$155,081,681",12/16/2016,Mikael Håfström,,tt1161864,12,2016,"Anthony Hopkins, Colin O'Donoghue, Alice Braga, Ciarán Hinds","Drama, Horror, Mystery","Michael Petroni, Matt Baglio (book)",0.21
23,The Hunger Games,LGF,"$152,535,747",3/23/2012,Jodie Foster,,tt2241351,3,2012,"George Clooney, Julia Roberts, Jack O'Connell, Dominic West","Crime, Drama, Thriller","Jamie Linden (screenplay), Alan DiFiore (screenplay), Jim Kouf (screenplay), Alan DiFiore (story), Jim Kouf (story)",0.57
25,Jurassic World: Fallen Kingdom,Uni.,"$148,024,610",6/22/2018,Paul Weiland,,tt0866439,6,2018,"Patrick Dempsey, Michelle Monaghan, Kevin McKidd, Kadeem Hardison","Comedy, Romance","Adam Sztykiel (screenplay), Deborah Kaplan (screenplay), Harry Elfont (screenplay), Adam Sztykiel (story)",0.14
26,Furious 7,Uni.,"$147,187,040",4/3/2015,Drew Goddard,,tt1259521,4,2015,"Kristen Connolly, Chris Hemsworth, Anna Hutchison, Fran Kranz",Horror,"Joss Whedon, Drew Goddard",0.92
27,Guardians of the Galaxy Vol. 2,BV,"$146,510,104",5/5/2017,"Danny Pang, Oxide Chun Pang",,tt0425430,5,2017,"Kristen Stewart, Dylan McDermott, Penelope Ann Miller, John Corbett","Horror, Mystery, Thriller","Mark Wheaton (screenplay), Todd Farmer (story)",0.12
29,The Twilight Saga: Breaking Dawn Part 2,LG/S,"$141,067,634",11/16/2012,Michael Lembeck,,tt0452681,11,2012,"Tim Allen, Elizabeth Mitchell, Eric Lloyd, Judge Reinhold","Adventure, Comedy, Family","Ed Decter, John J. Strauss, Leo Benvenuti (characters), Steve Rudnick (characters)",0.17
30,The Twilight Saga: Breaking Dawn Part 1,Sum.,"$138,122,261",11/18/2011,Michael Mann,,tt0248667,11,2011,"Will Smith, Jamie Foxx, Jon Voight, Mario Van Peebles","Biography, Drama, Sport","Gregory Allen Howard (story), Stephen J. Rivele (screenplay), Christopher Wilkinson (screenplay), Eric Roth (screenplay), Michael Mann (screenplay)",0.67
32,Finding Dory,BV,"$135,060,273",6/17/2016,Todd Phillips,,tt2005151,6,2016,"Miles Teller, Steve Lantz, Gregg Weiner, David Packouz","Comedy, Crime, Drama","Stephen Chin (screenplay), Todd Phillips (screenplay), Jason Smilovic (screenplay), Guy Lawson (Rolling Stone article ""Arms and the Dudes"")",0.59
33,Suicide Squad,WB,"$133,682,248",8/5/2016,"John Francis Daley, Jonathan Goldstein",,tt1524930,8,2016,"Ed Helms, Christina Applegate, Skyler Gisondo, Steele Stebbins","Adventure, Comedy","Jonathan Goldstein, John Francis Daley, John Hughes (characters)",0.26
34,Deadpool,Fox,"$132,434,639",2/12/2016,Clint Eastwood,,tt0118548,2,2016,"Clint Eastwood, Gene Hackman, Ed Harris, Laura Linney","Action, Crime, Drama","David Baldacci (book), William Goldman (screenplay)",0.47
35,Iron Man 2,Par.,"$128,122,480",5/7/2010,David Frankel,,tt1535438,5,2010,"Meryl Streep, Tommy Lee Jones, Steve Carell, Jean Smart","Comedy, Drama, Romance",Vanessa Taylor,0.75
36,Deadpool 2,Fox,"$125,507,153",5/18/2018,Joe Carnahan,,tt0475394,5,2018,"Ryan Reynolds, Ray Liotta, Joseph Ruskin, Alex Rocco","Action, Crime, Drama",Joe Carnahan,0.3
37,Harry Potter and the Deathly Hallows Part 1,WB,"$125,017,372",11/19/2010,Mike Mitchell,,tt0405325,11,2010,"Michael Angarano, Kurt Russell, Kelly Preston, Danielle Panabaker","Adventure, Comedy, Family","Paul Hernandez, Robert Schooley, Mark McCorkle",0.73
38,It,WB (NL),"$123,403,419",9/8/2017,David Bowers,,tt2023453,9,2017,"Zachary Gordon, Steve Zahn, Robert Capron, Devon Bostick","Comedy, Family","Maya Forbes (screenplay by), Wallace Wolodarsky (screenplay by), Jeff Kinney (based upon the book by)",0.51
39,Thor: Ragnarok,BV,"$122,744,989",11/3/2017,Betty Thomas,,tt0119951,11,2017,"Howard Stern, Robin Quivers, Mary McCormack, Fred Norris","Biography, Comedy, Drama","Howard Stern (book), Len Blum (screenplay), Michael Kalesniko (screenplay)","{'Source': 'Metacritic', 'Value': '67/100'}"
40,The Hunger Games: Mockingjay - Part 1,LGF,"$121,897,634",11/21/2014,Dave Filoni,,tt1185834,11,2014,"Matt Lanter, Ashley Eckstein, James Arnold Taylor, Dee Bradley Baker","Animation, Action, Adventure","Henry Gilroy, Steven Melching, Scott Murphy",0.18
42,Spider-Man: Homecoming,Sony,"$117,027,503",7/7/2017,Joel Schumacher,,tt0481369,7,2017,"Jim Carrey, Virginia Madsen, Logan Lerman, Danny Huston","Action, Drama, Mystery",Fernley Phillips,0.08
43,Man of Steel,WB,"$116,619,362",6/14/2013,John McTiernan,,tt0155267,6,2013,"Pierce Brosnan, Rene Russo, Denis Leary, Ben Gazzara","Crime, Romance, Thriller","Alan Trustman (story), Leslie Dixon (screenplay), Kurt Wimmer (screenplay)",0.7
44,Alice in Wonderland (2010),BV,"$116,101,023",3/5/2010,Mick Jackson,,tt0120461,3,2010,"Tommy Lee Jones, Anne Heche, Gaby Hoffmann, Don Cheadle","Action, Drama, Sci-Fi","Jerome Armstrong (story), Jerome Armstrong (screenplay), Billy Ray (screenplay)",0.48
45,Minions,Uni.,"$115,718,405",7/10/2015,Anthony Minghella,,tt0159365,7,2015,"Jude Law, Nicole Kidman, Renée Zellweger, Eileen Atkins","Adventure, Drama, History","Charles Frazier (book), Anthony Minghella (screenplay)",0.7
48,Toy Story 3,BV,"$110,307,189",6/18/2010,Tamra Davis,,tt0275022,6,2010,"Britney Spears, Anson Mount, Zoe Saldana, Taryn Manning","Comedy, Drama, Romance",Shonda Rhimes,0.14
52,The Secret Life of Pets,Uni.,"$104,352,905",7/8/2016,Greg Berlanti,,tt1055292,7,2016,"Katherine Heigl, Josh Duhamel, Josh Lucas, Alexis Clagett","Comedy, Drama, Romance","Ian Deitchman, Kristin Robinson",0.29
53,The Jungle Book (2016),BV,"$103,261,464",4/15/2016,Kirk Jones,,tt0396752,4,2016,"Emma Thompson, Colin Firth, Kelly Macdonald, Thomas Brodie-Sangster","Comedy, Family, Fantasy","Emma Thompson (screenplay), Christianna Brand (""Nurse Matilda"" books)",0.73
54,Wonder Woman,WB,"$103,251,471",6/2/2017,Steve Carr,,tt0195945,6,2017,"Ice Cube, Mike Epps, Justin Pierce, John Witherspoon",Comedy,"Ice Cube (characters), DJ Pooh (characters), Ice Cube",0.2
57,The Hunger Games: Mockingjay - Part 2,LGF,"$102,665,981",11/20/2015,Barry Levinson,,tt0120184,11,2015,"Dustin Hoffman, Sharon Stone, Samuel L. Jackson, Peter Coyote","Drama, Horror, Mystery","Michael Crichton (novel), Kurt Wimmer (adaptation), Stephen Hauser (screenplay), Paul Attanasio (screenplay)",0.12
59,Transformers: Age of Extinction,Par.,"$100,038,390",6/27/2014,Phil Joanou,,tt0421206,6,2014,"Dwayne Johnson, Xzibit, L. Scott Caldwell, Leon Rippy","Crime, Drama, Sport","Jeff Maguire, Jac Flanders (film ""Gridiron Gang"")",0.43
60,The Fate of the Furious,Uni.,"$98,786,705",4/14/2017,Thor Freudenthal,,tt1854564,4,2017,"Logan Lerman, Alexandra Daddario, Douglas Smith, Leven Rambin","Adventure, Family, Fantasy","Marc Guggenheim (screenplay by), Rick Riordan (based upon the novel ""Percy Jackson and the Olympians: The Sea of Monsters"" written by)",0.43
62,Transformers: Dark of the Moon,P/DW,"$97,852,865",6/29/2011,Dennis Dugan,,tt0271668,6,2011,"Martin Lawrence, Steve Zahn, Colm Feore, Bill Duke","Action, Comedy, Crime","Jay Scherick, David Ronn",0.11
63,Fast & Furious 6,Uni.,"$97,375,245",5/24/2013,Clark Johnson,,tt0443632,5,2013,"Michael Douglas, Kiefer Sutherland, Eva Longoria, Martin Donovan","Action, Crime, Thriller","George Nolfi (screenplay), Gerald Petievich (novel)",0.33
64,Captain America: The Winter Soldier,BV,"$95,023,721",4/4/2014,Nicholas Meyer,,tt0084726,4,2014,"William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan","Action, Adventure, Sci-Fi","Gene Roddenberry (television series Star Trek), Harve Bennett (story), Jack B. Sowards (story), Jack B. Sowards (screenplay)",0.88
65,Guardians of the Galaxy,BV,"$94,320,883",8/1/2014,David Fincher,,tt0119174,8,2014,"Michael Douglas, Sean Penn, Deborah Kara Unger, James Rebhorn","Drama, Mystery, Thriller","John Brancato, Michael Ferris",0.73
66,Justice League,WB,"$93,842,239",11/17/2017,Chris Koch,,tt0184907,11,2017,"Chris Elliott, Mark Webber, Jean Smart, Schuyler Fisk","Adventure, Comedy, Family","Will McRobb, Chris Viscardi",0.28
68,Godzilla (2014),WB,"$93,188,384",5/16/2014,Luis Llosa,,tt0111255,5,2014,"Sylvester Stallone, Sharon Stone, James Woods, Rod Steiger","Action, Crime, Drama","John Shirley (Specialist novels), Alexandra Seros",0.07
70,The Amazing Spider-Man 2,Sony,"$91,608,337",5/2/2014,Paul Weitz,,tt0385267,5,2014,"Dennis Quaid, Topher Grace, Scarlett Johansson, Marg Helgenberger","Comedy, Drama, Romance",Paul Weitz,0.83
71,X-Men: Days of Future Past,Fox,"$90,823,660",5/23/2014,Walt Becker,,tt2974918,5,2014,"Jason Lee, Justin Long, Matthew Gray Gubler, Jesse McCartney","Animation, Adventure, Comedy","Ross Bagdasarian (characters), Janice Karman (characters), Randi Mayem Singer, Adam Sztykiel",0.15
72,Inside Out,BV,"$90,440,272",6/19/2015,Frank Coraci,,tt1086772,6,2015,"Adam Sandler, Drew Barrymore, Kevin Nealon, Terry Crews","Comedy, Romance","Ivan Menchell, Clare Sera",0.14
74,Pirates of the Caribbean: On Stranger Tides,BV,"$90,151,958",5/20/2011,Betty Thomas,,tt0455967,5,2011,"Jesse Metcalfe, Brittany Snow, Ashanti, Sophia Bush","Comedy, Romance",Jeff Lowell,0.27
75,American Sniper,WB,"$89,269,066",1/16/2015,Joe Johnston,,tt0317648,1,2015,"Viggo Mortensen, Zuleikha Robinson, Omar Sharif, Louise Lombard","Action, Adventure, Biography",John Fusco,0.46
76,Logan,Fox,"$88,411,916",3/3/2017,Joe Johnston,,tt0097523,3,2017,"Rick Moranis, Matt Frewer, Marcia Strassman, Kristine Sutherland","Adventure, Comedy, Family","Stuart Gordon (story), Brian Yuzna (story), Ed Naha (story), Ed Naha (screenplay), Tom Schulman (screenplay)",0.75
77,Skyfall,Sony,"$88,364,714",11/9/2012,Steve Carr,,tt0422774,11,2012,"Ice Cube, Nia Long, John C. McGinley, Aleisha Allen","Comedy, Family, Fantasy","Hank Nelken (screenplay), Hank Nelken (screen story), Steven Gary Banks (characters), Claudia Grazioso (characters), Norman Panama (screenplay ""Mr. Blandings Builds His Dream House""), Melvin Frank (screenplay ""Mr. Blandings Builds His Dream House"")",0.08
80,Fast Five,Uni.,"$86,198,765",4/29/2011,Oliver Stone,,tt0469641,4,2011,"Nicolas Cage, Maria Bello, Connor Paolo, Anthony Piccininni","Drama, History, Thriller","Andrea Berloff, John McLoughlin (true story), Donna McLoughlin (true story), William Jimeno (true story), Allison Jimeno (true story)",0.68
81,The Hangover Part II,WB,"$85,946,294",5/26/2011,John Erick Dowdle,,tt1082868,5,2011,"Jennifer Carpenter, Steve Harris, Jay Hernandez, Johnathon Schaech","Horror, Thriller","John Erick Dowdle (screenplay by), Drew Dowdle (screenplay by), Jaume Balagueró (based on the motion picture ""Rec"" written by), Luiso Berdejo (based on the motion picture ""Rec"" written by), Paco Plaza (based on the motion picture ""Rec"" written by)",0.59
82,Thor: The Dark World,BV,"$85,737,841",11/8/2013,Forest Whitaker,,tt0119313,11,2013,"Sandra Bullock, Harry Connick Jr., Gena Rowlands, Mae Whitman","Drama, Romance",Steven Rogers,0.24
84,Fifty Shades of Grey,Uni.,"$85,171,450",2/13/2015,John Stockwell,,tt0300532,2,2015,"Kate Bosworth, Matthew Davis, Michelle Rodriguez, Sanoe Lake","Drama, Romance, Sport","Susan Orlean (magazine article ""Surf Girls of Maui""), Lizzy Weiss (story), Lizzy Weiss (screenplay), John Stockwell (screenplay)",0.36
85,Doctor Strange,BV,"$85,058,311",11/4/2016,"Malcolm D. Lee, David Zucker",,tt0795461,11,2016,"Ashley Tisdale, Simon Rex, Gracie Whitton, Ava Kolker",Comedy,"David Zucker, Pat Proft, Shawn Wayans (based on characters created by), Marlon Wayans (based on characters created by), Buddy Johnson (based on characters created by), Phil Beauman (based on characters created by), Jason Friedberg (based on characters created by), Aaron Seltzer (based on characters created by)",0.04
87,The Hobbit: An Unexpected Journey,WB (NL),"$84,617,303",12/14/2012,Alex Proyas,,tt2404233,12,2012,"Brenton Thwaites, John Samaha, Courtney Eaton, Nikolaj Coster-Waldau","Action, Adventure, Fantasy","Matt Sazama, Burk Sharpless",0.15
88,Solo: A Star Wars Story,BV,"$84,420,489",5/25/2018,Ryan Murphy,,tt0879870,5,2018,"Julia Roberts, I. Gusti Ayu Puspawati, Hadi Subiyanto, Billy Crudup","Drama, Romance","Ryan Murphy (screenplay), Jennifer Salt (screenplay), Elizabeth Gilbert (book)",0.36
90,Despicable Me 2,Uni.,"$83,517,315",7/3/2013,Barry Sonnenfeld,,tt0106220,7,2013,"Anjelica Huston, Raul Julia, Christopher Lloyd, Joan Cusack","Comedy, Fantasy","Charles Addams (characters), Paul Rudnick",0.78
91,Monsters University,BV,"$82,429,469",6/21/2013,"Don Bluth, Gary Goldman",,tt0118617,6,2013,"Meg Ryan, John Cusack, Kelsey Grammer, Christopher Lloyd","Animation, Adventure, Drama","Susan Gauthier (screenplay), Bruce Graham (screenplay), Bob Tzudiker (screenplay), Noni White (screenplay), Eric Tuchman (animation adaptation)",0.85
93,Oz The Great and Powerful,BV,"$79,110,453",3/8/2013,Bill Condon,,tt0443489,3,2013,"Jamie Foxx, Beyoncé, Eddie Murphy, Danny Glover","Drama, Music, Musical","Tom Eyen (based on the original broadway production book by), Bill Condon (screenplay)",0.78
100,Zootopia,BV,"$75,063,401",3/4/2016,Harald Zwart,,tt0313911,3,2016,"Frankie Muniz, Hilary Duff, Angie Harmon, Keith David","Action, Adventure, Comedy","Ashley Miller (screenplay), Zack Stentz (screenplay), Scott Alexander (screenplay), Larry Karaszewski (screenplay), Jeffrey Jurgensen (story)",0.39
101,Fantastic Beasts and Where To Find Them,WB,"$74,403,387",11/18/2016,Kevin Costner,,tt0316356,11,2016,"Robert Duvall, Kevin Costner, Annette Bening, Michael Gambon","Action, Drama, Romance","Lauran Paine (novel), Craig Storper (screenplay)",0.8
103,The Hobbit: The Desolation of Smaug,WB (NL),"$73,645,197",12/13/2013,Tony Scott,,tt0328107,12,2013,"Denzel Washington, Dakota Fanning, Radha Mitchell, Christopher Walken","Action, Crime, Drama","A.J. Quinnell (novel), Brian Helgeland (screenplay)",0.39
106,Dawn of the Planet of the Apes,Fox,"$72,611,427",7/11/2014,Harold Becker,,tt0249478,7,2014,"John Travolta, James Lashly, Rebecca Tilney, Debra Mooney","Crime, Mystery, Thriller","Lewis Colick (story), William S. Comanor (story), Gary Drucker (story), Lewis Colick (screenplay)",0.24
107,Despicable Me 3,Uni.,"$72,434,025",6/30/2017,"Bobby Farrelly, Peter Farrelly",,tt0408839,6,2017,"Ben Stiller, Malin Akerman, Michelle Monaghan, Jerry Stiller","Comedy, Romance","Scot Armstrong (screenplay), Leslie Dixon (screenplay), Bobby Farrelly (screenplay), Peter Farrelly (screenplay), Kevin Barnett (screenplay), Bruce Jay Friedman (short story ""A Change of Plan""), Neil Simon",0.29
111,Shrek Forever After,P/DW,"$70,838,207",5/21/2010,Carl Franklin,,tt0257756,5,2010,"Ashley Judd, Morgan Freeman, Jim Caviezel, Adam Scott","Crime, Drama, Mystery","Joseph Finder (novel), Yuri Zeltser (screenplay), Grace Cary Bickley (screenplay)","{'Source': 'Metacritic', 'Value': '48/100'}"
114,Spectre,Sony,"$70,403,148",11/6/2015,Akira Kurosawa,,tt0047478,11,2015,"Toshirô Mifune, Takashi Shimura, Keiko Tsushima, Yukiko Shimazaki","Adventure, Drama","Akira Kurosawa (screenplay), Shinobu Hashimoto (screenplay), Hideo Oguni (screenplay)",1.0
116,Dr. Seuss' The Lorax,Uni.,"$70,217,070",3/2/2012,Anne Fletcher,,tt2967224,3,2012,"Reese Witherspoon, Sofía Vergara, Matthew Del Negro, Michael Mosley","Action, Comedy, Crime","David Feeney, John Quaintance",0.07
117,Star Trek Into Darkness,Par.,"$70,165,559",5/16/2013,Edward Zwick,,tt0133952,5,2013,"Denzel Washington, Annette Bening, Bruce Willis, Tony Shalhoub","Action, Thriller","Lawrence Wright (story), Lawrence Wright (screenplay), Menno Meyjes (screenplay), Edward Zwick (screenplay)",0.44
119,Maleficent,BV,"$69,431,298",5/30/2014,Frederik Du Chau,,tt0376105,5,2014,"Bruce Greenwood, Hayden Panettiere, Caspar Poyck, Gary Bullock","Adventure, Comedy, Drama","David Schmidt (story), Steven P. Wegner (story), Kirk De Micco (story), Frederik Du Chau (story), David Schmidt (screenplay)",0.35
121,Pitch Perfect 2,Uni.,"$69,216,890",5/15/2015,"Will Finn, John Sanford",,tt0299172,5,2015,"G.W. Bailey, Roseanne Barr, Bobby Block, Steve Buscemi","Animation, Adventure, Comedy","Will Finn, John Sanford, Will Finn (story), John Sanford (story), Michael LaBash (story), Sam Levine (story), Mark Kennedy (story), Robert Lence (story), Keith Baxter (additional story), Mike Kunkel (additional story), Jason Lethcoe (additional story), Donnie Long (additional story), Shirley Pierce, Brian Pimental (additional story), David Moses Pimentel (additional story), Ralph Zondag (additional story), Davy Liu (additional story)",0.54
122,The LEGO Movie,WB,"$69,050,279",2/7/2014,Sylvester Stallone,,tt0462499,2,2014,"Sylvester Stallone, Julie Benz, Matthew Marsden, Graham McTavish","Action, Thriller, War","Art Monterastelli, Sylvester Stallone, David Morrell (character)",0.37
129,Cinderella (2015),BV,"$67,877,361",3/13/2015,David R. Ellis,,tt0417148,3,2015,"Samuel L. Jackson, Julianna Margulies, Nathan Phillips, Rachel Blanchard","Action, Adventure, Crime","John Heffernan (screenplay), Sebastian Gutierrez (screenplay), David Dalessandro (story), John Heffernan (story)",0.69
132,Frozen,BV,"$67,391,326",11/27/2013,M. Night Shyamalan,,tt0452637,11,2013,"Paul Giamatti, Bryce Dallas Howard, Jeffrey Wright, Bob Balaban","Drama, Fantasy, Mystery",M. Night Shyamalan,0.25
133,World War Z,Par.,"$66,411,834",6/21/2013,Penny Marshall,,tt0104694,6,2013,"Tom Hanks, Geena Davis, Lori Petty, Madonna","Comedy, Drama, Family","Kim Wilson (story), Kelly Candaele (story), Lowell Ganz (screenplay), Babaloo Mandel (screenplay)",0.77
134,Brave,BV,"$66,323,594",6/22/2012,Jonathan Lynn,,tt0190138,6,2012,"Bruce Willis, Matthew Perry, Rosanna Arquette, Michael Clarke Duncan","Comedy, Crime",Mitchell Kapner,0.45
135,Cars 2,BV,"$66,135,507",6/24/2011,Baz Luhrmann,,tt0203009,6,2011,"Nicole Kidman, Ewan McGregor, John Leguizamo, Jim Broadbent","Drama, Musical, Romance","Baz Luhrmann, Craig Pearce",0.76
136,X-Men: Apocalypse,Fox,"$65,769,562",5/27/2016,Dean Devlin,,tt1981128,5,2016,"Gerard Butler, Jim Sturgess, Abbie Cornish, Alexandra Maria Lara","Action, Sci-Fi, Thriller","Dean Devlin, Paul Guyot",0.14
137,Thor,Par.,"$65,723,338",5/6/2011,Jaume Collet-Serra,,tt1590193,5,2011,"Liam Neeson, Vera Farmiga, Patrick Wilson, Jonathan Banks","Action, Crime, Drama","Byron Willinger (story by), Philip de Blasi (story by), Byron Willinger (screenplay by), Philip de Blasi (screenplay by), Ryan Engle (screenplay by)",0.57
138,Teenage Mutant Ninja Turtles (2014),Par.,"$65,575,105",8/8/2014,Anna Foerster,,tt3717252,8,2014,"Kate Beckinsale, Theo James, Tobias Menzies, Lara Pulver","Action, Adventure, Fantasy","Cory Goodman (screenplay by), Kyle Ward (story by), Cory Goodman (story by), Kevin Grevioux (based on characters created by), Len Wiseman (based on characters created by), Danny McBride (based on characters created by)",0.21
141,Captain America: The First Avenger,Par.,"$65,058,524",7/22/2011,Mark Helfrich,,tt0452625,7,2011,"Connor Price, Troy Gentile, Mackenzie Mowat, Sasha Pieterse","Comedy, Fantasy, Romance","Josh Stolberg (screenplay), Steve Glenn (short story)",0.05
143,The Twilight Saga: Eclipse,Sum.,"$64,832,191",6/30/2010,Richard Loncraine,,tt0408345,6,2010,"Harrison Ford, Virginia Madsen, Carly Schroeder, Jimmy Bennett","Crime, Thriller",Joe Forte,0.18
147,Pirates of the Caribbean: Dead Men Tell No Tales,BV,"$62,983,253",5/26/2017,Paul W.S. Anderson,,tt2592614,5,2017,"Milla Jovovich, Iain Glen, Ali Larter, Shawn Roberts","Action, Horror, Sci-Fi",Paul W.S. Anderson,0.36
148,Inception,WB,"$62,785,337",7/16/2010,Roger Kumble,,tt0997047,7,2010,"Martin Lawrence, Raven-Symoné, Kym Whitley, Adam LeFevre","Adventure, Comedy, Drama","Emi Mochizuki, Carrie Lee Wilson, Cinco Paul, Ken Daurio",0.12
154,The Amazing Spider-Man,Sony,"$62,004,688",7/3/2012,Ari Aster,,tt7784604,7,2012,"Alex Wolff, Gabriel Byrne, Toni Collette, Milly Shapiro","Drama, Horror, Mystery",Ari Aster,0.89
155,Clash of the Titans (2010),WB,"$61,235,105",4/2/2010,Diane Keaton,,tt0162983,4,2010,"Meg Ryan, Diane Keaton, Lisa Kudrow, Walter Matthau","Comedy, Drama","Delia Ephron (book), Delia Ephron (screenplay), Nora Ephron (screenplay)",0.12
156,Kong: Skull Island,WB,"$61,025,472",3/10/2017,Gary Winick,,tt0892318,3,2017,"Amanda Seyfried, Marcia DeBonis, Gael García Bernal, Giordano Formenti","Adventure, Comedy, Drama","Jose Rivera, Tim Sullivan",0.41
157,Madagascar 3: Europe's Most Wanted,P/DW,"$60,316,738",6/8/2012,"Bobby Farrelly, Peter Farrelly",,tt0480687,6,2012,"Owen Wilson, Jason Sudeikis, Jenna Fischer, Christina Applegate","Comedy, Romance","Pete Jones (screenplay), Peter Farrelly (screenplay), Kevin Barnett (screenplay), Bobby Farrelly (screenplay), Pete Jones (story)",0.34
159,Straight Outta Compton,Uni.,"$60,200,180",8/14/2015,Steven Brill,,tt0364751,8,2015,"Matthew Price, Andrew Hampton, Jarred Rumbold, Carl Snell","Adventure, Comedy, Mystery","Fred Wolf (story), Harris Goldberg (story), Tom Nursall (story), Jay Leggett (screenplay), Mitch Rouse (screenplay)",0.14
163,Star Trek Beyond,Par.,"$59,253,211",7/22/2016,James Mangold,,tt0118887,7,2016,"Sylvester Stallone, Harvey Keitel, Ray Liotta, Robert De Niro","Crime, Drama, Thriller",James Mangold,0.73
164,Jason Bourne,Uni.,"$59,215,365",7/29/2016,Adam Shankman,,tt0209475,7,2016,"Jennifer Lopez, Matthew McConaughey, Bridgette Wilson-Sampras, Justin Chambers","Comedy, Romance","Pamela Falk, Michael Ellis","{'Source': 'Metacritic', 'Value': '33/100'}"
170,Ant-Man,BV,"$57,225,526",7/17/2015,John Woo,,tt0338337,7,2015,"Ben Affleck, Aaron Eckhart, Uma Thurman, Paul Giamatti","Action, Mystery, Sci-Fi","Philip K. Dick (short story), Dean Georgaris (screenplay)",0.27
171,22 Jump Street,Sony,"$57,071,445",6/13/2014,Nora Ephron,,tt0117038,6,2014,"John Travolta, Andie MacDowell, William Hurt, Bob Hoskins","Comedy, Drama, Fantasy","Peter Dexter (story), Jim Quinlan (story), Nora Ephron (screenplay), Delia Ephron (screenplay), Peter Dexter (screenplay), Jim Quinlan (screenplay)",0.36
173,Moana,BV,"$56,631,401",11/23/2016,Joe Alves,,tt0085750,11,2016,"Dennis Quaid, Bess Armstrong, Simon MacCorkindale, Louis Gossett Jr.","Adventure, Horror, Thriller","Peter Benchley (suggested by the novel ""Jaws""), Richard Matheson (screenplay), Carl Gottlieb (screenplay), Guerdon Trueblood (story)",0.11
174,Despicable Me,Uni.,"$56,397,125",7/9/2010,Guy Ritchie,,tt1638355,7,2010,"Henry Cavill, Armie Hammer, Alicia Vikander, Elizabeth Debicki","Action, Adventure, Comedy","Guy Ritchie (screenplay by), Lionel Wigram (screenplay by), Jeff Kleeman (story by), David C. Wilson (story by), Guy Ritchie (story by), Lionel Wigram (story by), Sam Rolfe (based on the television series created by)",0.66
175,War for the Planet of the Apes,Fox,"$56,262,929",7/14/2017,Wolfgang Petersen,,tt0114069,7,2017,"Dustin Hoffman, Rene Russo, Morgan Freeman, Kevin Spacey","Action, Drama, Thriller","Laurence Dworet, Robert Roy Pool",0.59
176,Valentine's Day,WB (NL),"$56,260,707",2/12/2010,George C. Wolfe,,tt0956038,2,2010,"Richard Gere, Diane Lane, Christopher Meloni, Viola Davis","Drama, Romance","Ann Peacock (screenplay), John Romano (screenplay), Nicholas Sparks (novel)",0.3
177,Snow White and the Huntsman,Uni.,"$56,217,700",6/1/2012,Marc Forster,,tt0420223,6,2012,"Will Ferrell, William Dick, Guy Massey, Martha Espinoza","Comedy, Drama, Fantasy",Zach Helm,0.72
178,Big Hero 6,BV,"$56,215,889",11/7/2014,Ivan Reitman,,tt0251075,11,2014,"David Duchovny, Julianne Moore, Orlando Jones, Seann William Scott","Comedy, Sci-Fi","Don Jakoby (story), David Diamond (screenplay), David Weissman (screenplay), Don Jakoby (screenplay)",0.43
181,Gravity,WB,"$55,785,112",10/4/2013,Richard Lester,,tt0086393,10,2013,"Christopher Reeve, Richard Pryor, Jackie Cooper, Marc McClure","Action, Comedy, Sci-Fi","Jerry Siegel (character created by: Superman), Joe Shuster (character created by: Superman), David Newman (screenplay by), Leslie Newman (screenplay by)",0.25
182,The Karate Kid,Sony,"$55,665,805",6/11/2010,"Mike Thurmeier, Galen T. Chu(co-director)",,tt3416828,6,2010,"Stephanie Beatriz, Robert Cardone, Neil deGrasse Tyson, Adam Devine","Animation, Adventure, Comedy","Michael J. Wilson (screenplay), Michael Berg (screenplay), Yoni Brenner (screenplay), Aubrey Solomon (story)",0.16
